,ppo_eval,ppo_train_before,ppo_train_after,random_eval,random_train,strategy_eval,strategy_train
38,111142.12574538469,10650.38660908214,26198.232634504573,51841.6891275651,24359.953510223742,28001.48515872858,21151.466069977658
39,68491.33940132268,10437.381514243913,26016.4990476316,32645.14520585732,2923.301690138833,25598.209479343946,20531.916920938456
40,22574.081624651124,24203.97992717549,15538.07942596254,40074.112111390685,75262.9945774622,24048.75021247397,21358.467996058607
41,40859.38641126925,9355.912961708571,26582.076576720196,67604.27801900145,19308.358405100706,23061.836958911532,21128.689763045957
42,61910.248075943586,11959.682683882274,39571.38230756446,85303.37442235643,5737.804803236635,27444.7688440396,21572.315437109413
43,58162.60100928767,41237.22053483705,18019.667418833516,54609.43238221237,26830.60184023717,20973.847587426673,22980.160880284806
44,74769.8492541369,39262.939159874804,67572.28387718013,22497.62125697937,26910.23953808655,24183.063429573638,20805.950142907415
45,48878.74286505871,29781.737871054866,45283.13265430002,71966.85159949012,36685.43456901211,24175.49298634134,20961.412430580283
46,66789.23896519333,24732.918030052766,40810.105996280414,49527.12465601819,1738.4583480464935,26615.555662986735,19902.0091435683
47,62393.69390793104,8039.311395471697,33294.22933426054,25438.497175355064,7308.500970052526,21532.416196013044,20981.153830202762
48,59494.612334673206,14981.344478230298,35616.88638660588,38812.37756435503,14103.906972739394,21673.898075433463,22101.266266801642
49,92594.06307199344,35871.10842475528,41897.866382661945,42953.448075723805,24710.005318916505,20774.905548948154,20361.46363070939
50,63610.0265015772,26005.799296641097,18954.324330808,56385.17299936782,18194.953956820813,25490.788908067203,21951.31307135323
51,74949.90159036173,9697.36736242853,48611.66867617157,23666.470358875333,20963.855337331377,25500.59778701038,20921.347340464825
52,75033.5912333405,4191.917933391465,13682.696985736533,-8778.817574419882,49775.265544108726,27327.28642168308,21468.748977156414
53,76295.91449898883,21269.663569783705,30895.682944487417,73428.99620521406,44184.535568620864,21809.622594276952,19952.190854128232
54,57268.678474173445,23932.418104753335,23205.539785451343,45492.86042526207,30099.39457895617,23088.504923491404,20473.787701135065
55,23388.34670349676,36241.33144203285,25982.767120399905,36441.73976733419,12302.702875480682,25185.75521937215,22210.780927269763
56,121094.0996025209,12545.954098359303,38281.13707151858,29265.918563804604,27727.30345867797,25715.970778057934,20518.129648117872
57,167136.6409292624,42617.96430648258,30664.211417580504,31855.191890061833,6116.374354119529,27397.230481941064,20241.468119464684
58,40910.9965639156,23716.496012954347,50003.37163726543,43579.04279051136,13640.460505305338,24975.03983114843,20068.54508281978
59,16914.839227661054,17019.280031185583,52546.9128078777,150610.7294211765,30851.436190642577,21616.327987430326,19089.903710948798
60,76503.78919902246,6889.811841724411,29809.714572877376,31891.906382744026,4513.7096725047595,24024.079059372176,21396.368673254517
61,78991.42837191609,26382.176529537304,61704.33960516416,20993.430915138844,2948.13152730382,25650.993629490724,20636.40345216407
62,83400.71011091987,46824.98498147036,37380.85786015456,50276.68682078092,23140.323402238995,25703.26607493045,19566.526377639326
63,79022.21101023181,14455.942878584654,15782.208877254758,98095.30686495177,29075.770679173205,26543.553038432,20167.90076184996
64,74910.92732839644,46341.6416268505,22807.983223930307,9425.751816194068,1747.7421255034133,27573.52185340901,19616.334939379216
65,38790.31916231208,33501.64164556915,33716.46135242193,6085.2358187266655,28857.039108291006,22190.513571073418,21117.903476586493
66,44344.681496909674,23166.826531512503,25476.495694544457,58777.14681905936,35508.85294382289,29024.212802739057,19902.522340902186
67,52016.90483988449,28233.86539639547,35212.22179149708,54367.39868914688,28555.23642699886,25500.487325093985,20268.63522050815
68,92469.14616027201,49491.36758654707,33870.7832338867,61345.34196305653,61002.45604189334,25505.059377734928,21095.77179180141
69,61844.055779321614,36470.483148371626,53851.28093108049,46624.907183434116,18197.305208263337,21897.456985365236,21393.61873483115
70,93618.39019671039,16345.482884570258,42865.798062408605,97629.05107116842,8257.438772512673,19105.590229712616,17900.31781973662
71,18679.483673658935,9528.036782767522,31821.140990556858,38318.231366986234,27058.528183598974,23769.149501158623,20873.52095423441
72,78581.87124302547,42447.9044022719,19240.25546721861,8081.448586050828,14625.435076244336,25131.320179445844,21307.37407650253
73,44628.234776345664,46123.746748578065,17858.389911448627,60955.25849368135,11242.93870783034,23634.700012558795,20618.250453362183
74,50450.381292934675,21662.131795320427,38433.287148059724,65413.11236744074,42987.16228795925,23557.948766442947,19786.560892800146
75,67074.27343016412,10884.124470576833,46558.845790172374,57737.64837515805,24692.632331923072,23553.73718018236,20222.827087897676
76,61817.840886691905,25275.03414328159,33499.9776086692,47687.650271604914,9866.684523831893,19602.642420762306,19696.21724821691
77,82810.10075265984,22942.157675347014,36697.00705483198,33066.42579270422,17468.79975758934,23908.47144506358,21025.001716702565
78,33599.28054375056,24932.45433656228,37776.785693626734,62871.4793201531,52644.689882946055,23403.18743479236,18983.137694323697
79,80210.10096221382,11965.215561550533,55143.06034926788,40747.741794369824,42164.317825393024,23994.241520632102,21099.38051737826
80,99060.46864610145,1538.4924530697608,51197.39001765504,38211.34186426943,35034.4688912603,24553.98524614959,21738.67406733909
81,25767.016782959647,43416.34139089091,29290.33998306142,43778.55630442442,40404.9446063604,21499.146785933917,20008.132933368426
82,46823.44726293109,10431.792472765257,36841.44703466978,85317.49619453773,26512.382094478016,22307.846646688355,18540.93665344207
83,116060.46538272477,42896.66581430068,19908.431395927575,30855.388782820097,24732.482521421873,22679.101796618022,20515.65815935751
84,46469.11905249918,53328.485725428356,38224.386101051874,81937.93370892,37782.15442868034,25689.635708745627,20605.979291478812
85,42895.18861461003,11286.625108261884,33104.03061896164,7874.288242490948,46036.33674509678,21149.33586918855,20178.57400267833
86,44366.98718861013,-3745.2231768611236,27970.615059724296,20704.21587932913,30114.209225394807,25253.234526944798,19165.027207441613
87,39174.90849574629,21867.628669602098,53337.69214671888,28549.936522138465,35456.42707683437,24758.161624879765,21031.059185189413
88,33854.66780831176,29265.858586906732,53354.53974135223,8741.836150347735,16824.921494256298,24357.600742453404,19571.35205047729
89,77450.85747708497,40834.80071626679,18071.27118270943,-20718.244058626573,22883.50394723314,26115.592524460735,21236.23859160456
90,77375.24338882553,34486.60612257407,40157.643835460796,107449.00951087414,25239.744235126476,23945.45341153859,18905.877558087886
91,62470.31656299459,29130.878895782254,60558.000597106235,72476.83735269587,36126.271295995975,22218.96274844528,21125.2119480548
92,9971.375151389031,30014.454721912334,29926.605928971898,61899.02997694706,26072.165446516694,20535.13748801079,19464.872117871157
93,44528.168763259455,26125.52964609819,42890.430347761954,123955.24233126888,10701.093409845053,27949.81318242401,18897.52078151876
94,105906.27944782493,27349.287688855213,27254.555783650372,-3216.935478870466,26639.90777458153,23716.765359579338,20457.673496740797
95,119637.11094116853,22911.94337481774,43733.90298364268,32566.17412545852,20360.09609865697,23256.47559220757,21434.109507960384
96,77298.90308957454,27393.924646733023,39658.719630965235,17212.743387739247,25704.311385740424,26400.44242218297,20461.09009380084
97,79541.53591301196,36002.3169770714,35462.03343350216,-3413.348931122193,14869.648910774093,22664.672040480422,20617.311909074313
98,104931.88925560031,28929.29098345166,30885.02017016527,20715.908853994697,4220.002603090805,23423.67000709755,20435.73722295476
99,61508.494271959615,16060.234994705359,30213.137364220398,23582.80222712818,36347.298521806224,25170.22516556582,18975.07444265271
