random,PPO after,AC after,VPG after,baseline
-115.68191766738892,3305.859548687935,4110.794278264046,5055.8648609519005,5520.257701516151
-600.0,4719.819266617298,4153.033434450626,4384.07664757967,5881.136985242367
-600.0,5862.37830811739,5330.645148038864,4756.346332013607,4808.298714756966
-300.0,5677.682865619659,4794.178593099117,4932.999894320965,5793.151323497295
-100.0,5346.760174691677,4718.741167426109,4623.157704234123,4933.287255525589
-699.8961064815521,4223.206401050091,4503.383530676365,4675.633446574211,5475.078779757023
-300.0,5369.016829431057,5486.015281200409,4311.179981470108,5211.94811052084
-247.94334650039673,6137.605754971504,4888.3209872841835,4680.126772761345,5651.0907953977585
-396.5061480998993,5722.339338958263,4411.948026537895,4967.443040132523,5434.473595917225
-353.79803359508514,5819.485912978649,5367.52308267355,4907.513791561127,3667.753440797329
-300.0,5329.01335644722,4960.963023304939,4967.185749471188,5449.962895154953
-300.0,4596.600226044655,4310.46214902401,4589.641683757305,5421.581397771835
-300.0,5445.427452504635,4153.56415951252,4834.344283819199,5202.436908483505
-269.12086939811707,5577.7455850839615,4400.334648668766,4721.284831523895,5036.311120152473
