ppo,ac,random,baseline
2665.904056251049,1497.45393460989,-668.5540289878845,2048.4641293287277
3667.436186850071,1238.7161427736282,-180.0,819.7015371918678
2360.889956533909,1410.448413014412,-335.5921382904053,2707.860929787159
3837.575704038143,1462.921874344349,-108.0,2629.853261053562
3968.138462841511,358.21176117658615,-300.0,1925.8175840377808
3761.838973581791,-101.97636413574219,-125.59213829040527,3030.574105322361
3966.6377526521683,1443.6473627090454,-171.0,2383.314674258232
3329.1573003530502,925.0244991779327,-600.0,1939.695946931839
3538.774070382118,1464.2822543382645,-132.96189069747925,2527.4573922753334
3868.661311864853,-108.96397423744202,-107.96189069747925,2645.872671186924
3501.166146636009,1644.8059126138687,-114.0,1859.8365359306335
3720.695157647133,1253.8245748877525,-510.0,2306.809795975685
3706.322059392929,1211.1587289571762,-600.0,2417.2346309423447
3191.0391325950623,-119.21390724182129,-120.0,2365.486239850521
3632.6139984726906,1584.6064504384995,-600.0,2163.46360373497
3701.165894806385,482.41259920597076,-669.0,1332.7761987447739
3477.5559782981873,853.8452567458153,-122.96189069747925,-117.36304259300232
3784.1187905669212,1006.1670156121254,-107.96189069747925,2176.317985534668
3016.653250515461,354.1632289290428,-180.0,2210.699016869068
3450.983262717724,-128.86066496372223,-132.96189069747925,1983.847507417202
-135.18535810709,1056.250047147274,-131.0,2125.59808409214
4024.2068796753883,1291.5028132796288,-100.0,2207.4297137260437
4008.4616971611977,1198.3704424500465,-510.0,1571.6234399676323
3403.281352341175,984.1911457777023,-135.0,2435.5549245476723
3451.9927694797516,-132.12373566627502,-110.0300464630127,2046.1029183864594
4348.242680490017,991.5458081364632,-157.0,1730.608879506588
3991.6415469646454,-100.92208230495453,-180.0,2114.734231054783
3763.462448954582,1148.3414996266365,-101.96189069747925,1420.7840105295181
3962.9750403165817,1706.9504271745682,-300.0,2587.8356767892838
3049.9173949956894,1024.6526057124138,-160.0,1733.6292353868484
2640.7823553681374,815.9838531017303,-108.0,2024.605905175209
3877.4960411190987,1651.7226563096046,-132.96189069747925,2240.8471660614014
3493.092886507511,1336.7817076444626,-129.0976641178131,1404.6180653572083
3583.3579513430595,-110.63149064779282,-340.0,3391.886228263378
3791.5854857563972,-110.74030524492264,-100.0,2153.241566359997
2905.241981089115,1747.6532407402992,-109.70806980133057,1733.2586131691933
2891.919341802597,1070.470358133316,-159.0,2486.0726192593575
2717.7168558239937,958.1655916571617,-510.0,1263.2173072695732
3173.338346004486,531.0856242775917,-304.0,3363.633531987667
3839.4348009824753,596.6548593640327,-157.0,1352.7077178359032
3673.673410475254,992.5549906492233,-180.0,2572.074934720993
3612.869073987007,1611.4030915498734,-150.0,2800.1079779863358
3936.6841726899147,-114.32982337474823,-117.0,1768.3593249320984
3436.1982927918434,729.2768640518188,-600.0,2192.586986064911
4236.023657083511,1831.5835971832275,-104.0,2504.676025092602
3362.5034676790237,1389.9369543790817,-131.0,2668.277225613594
4223.439908385277,1469.0596282482147,-220.0,2273.77401894331
3365.150705873966,1199.7284007668495,-300.0,1523.998550415039
3987.2780858278275,-117.43687725067139,-600.0,1987.2162752747536
2793.228091299534,1523.5617597699165,-140.0,1921.3057273626328
-117.44719541072845,1167.4426982998848,-139.62218475341797,2093.9292271137238
3331.172470033169,1492.2550913095474,-335.5921382904053,2148.4468490481377
3494.8314065933228,2046.7788680791855,-360.0,2209.9868944883347
3500.468650460243,758.5253140330315,-300.0,2023.5343940258026
3980.165104687214,-102.32602667808533,-171.0,2133.375857234001
3669.2917060256004,1719.8165882229805,-135.0,2522.000076174736
2221.4019115567207,-116.99149012565613,-171.0,2655.486199438572
3795.34230530262,1179.8868638277054,-300.0,2082.9738315939903
3961.7229986786842,1018.6793727874756,-157.0,2009.2312769889832
-100.0,-113.60071313381195,-184.0,1516.552620768547
4020.214263021946,-109.26859283447266,-100.0,2570.3012778162956
3642.365338921547,1344.624781548977,-100.0,2439.4719784259796
4031.1639815568924,1255.2967231869698,-122.96189069747925,1220.5664067864418
4657.704922556877,1050.9392948746681,-107.96189069747925,1144.5903269648552
